source	smiles	name	atomArray	can_smi	can_taut	can_taut_strip_stereo	Molecular_Formula	Molecular_Weight	CanonicalTautomer	NumberOfTautomers
from NCGCCanonicalForm.java	Oc1c(C(OCOC(c2c(O)cccc2)=O)=O)cccc1	METHYLENEDISALICYLATE		Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	C15H12O6	288.25218	Yes	4
from NCGCCanonicalForm.java	CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O	N-METHYLGLUCAMINE		CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNCC(O)C(O)C(O)C(O)CO	C7H17NO5	195.21358		
from NCGCCanonicalForm.java	COS(=O)(=O)O	METHYLSULFATE		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
from NCGCCanonicalForm.java	COS(=O)(=O)O	METHYLSULPHATE		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
from NCGCCanonicalForm.java	COS(=O)(=O)O	METILSULFATE		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
from NCGCCanonicalForm.java	COS(=O)(=O)O	METILSULPHATE		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
from NCGCCanonicalForm.java	[O-]C(c1ccccc1)=O	MONOBENZOATE		[O-]C(=O)c1ccccc1	[O-]C(=O)c1ccccc1	[O-]C(=O)c1ccccc1	C7H5O2	121.1134		
from NCGCCanonicalForm.java	[O-][N+](=O)[O-]	MONONITRATE		[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	NO3	62.0049		
from NCGCCanonicalForm.java	[O-]S(c1c(c2ccc1)cccc2S(=O)(=O)[O-])(=O)=O	1,5-NAPHTHALENEDISULFONATE		[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	C10H6O6S2	286.28103		
from NCGCCanonicalForm.java	[O-]S(c1c(c2ccc1)cccc2S(=O)(=O)[O-])(=O)=O	1,5-NAPHTHALENEDISULPHONATE		[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	C10H6O6S2	286.28103		
from NCGCCanonicalForm.java	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	2-NAPHTHALENESULFONATE		[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	C10H7O3S	207.22578		
from NCGCCanonicalForm.java	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	2-NAPHTHALENESULPHONATE		[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	C10H7O3S	207.22578		
from NCGCCanonicalForm.java	[O-]C(c1cnccc1)=O	NICOTINATE		[O-]C(=O)c1cccnc1	[O-]C(=O)c1cccnc1	[O-]C(=O)c1cccnc1	C6H4NO2	122.10146		
from NCGCCanonicalForm.java	[O-][N+](=O)[O-]	NITRATE		[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	NO3	62.0049		
from NCGCCanonicalForm.java	[O-]C(c1c([N+](=O)[O-])cccc1)=O	NITROBENZOATE		[O-]C(=O)c1ccccc1[N+](=O)[O-]	[O-]C(=O)c1ccccc1[N+](=O)[O-]	[O-]C(=O)c1ccccc1[N+](=O)[O-]	C7H4NO4	166.11096		
from NCGCCanonicalForm.java	CCCCCCCC\C=C/CCCCCCCC(=O)[O-]	OLEATE		CCCCCCCC\C=C/CCCCCCCC(=O)[O-]	CCCCCCCC\C=C/CCCCCCCC(=O)[O-]	CCCCCCCCC=CCCCCCCCC(=O)[O-]	C18H33O2	281.45342		
from NCGCCanonicalForm.java	[O-]C(C(NC(=O)NC1=O)=C1)=O	OROTATE		[O-]C(=O)C1=CC(=O)NC(=O)N1	Oc1cc(nc(O)n1)C(=O)[O-]	Oc1cc(nc(O)n1)C(=O)[O-]	C5H3N2O4	155.08831	Yes	6
from NCGCCanonicalForm.java	[O-]P(=O)([O-])[O-]	ORTHOPHOSPHATE		[O-]P(=O)([O-])[O-]	[O-]P(=O)([O-])[O-]	[O-]P(=O)([O-])[O-]	O4P	94.97136		
from NCGCCanonicalForm.java	[O-]C(C(=O)[O-])=O	OXALATE		[O-]C(=O)C(=O)[O-]	[O-]C(=O)C(=O)[O-]	[O-]C(=O)C(=O)[O-]	C2O4	88.019		
from NCGCCanonicalForm.java	CC(CCC(=O)[O-])=O	4-OXOPENTANOATE		CC(=O)CCC(=O)[O-]	CC(=O)CCC(=O)[O-]	CC(=O)CCC(=O)[O-]	C5H7O3	115.10727		
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCCC(=O)[O-]	PALMITATE		CCCCCCCCCCCCCCCC(=O)[O-]	CCCCCCCCCCCCCCCC(=O)[O-]	CCCCCCCCCCCCCCCC(=O)[O-]	C16H31O2	255.41614		
from NCGCCanonicalForm.java	Oc1c(Cc2c(c3cc(C(=O)[O-])c2O)cccc3)c(c4cc1C(=O)[O-])cccc4	PAMOATE		Oc1c(Cc2c(O)c(cc3ccccc23)C(=O)[O-])c4ccccc4cc1C(=O)[O-]	Oc1c(Cc2c(O)c(cc3ccccc23)C(=O)[O-])c4ccccc4cc1C(=O)[O-]	Oc1c(Cc2c(O)c(cc3ccccc23)C(=O)[O-])c4ccccc4cc1C(=O)[O-]	C23H14O6	386.35365		
from NCGCCanonicalForm.java	CC(C(C(NCCC(=O)[O-])=O)O)(CO)C	PANTOTHENATE		CC(C)(CO)C(O)C(=O)NCCC(=O)[O-]	CC(C)(CO)C(O)C(=O)NCCC(=O)[O-]	CC(C)(CO)C(O)C(=O)NCCC(=O)[O-]	C9H16NO5	218.22704		
from NCGCCanonicalForm.java	[O-]Cl(=O)(=O)=O	PERCHLORATE		[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	ClO4	99.4506		
from NCGCCanonicalForm.java	OC(CCc1ccccc1)=O	PHENYLPROPIONATE		OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	C9H10O2	150.1745		
from NCGCCanonicalForm.java	[O-]P(=O)([O-])[O-]	PHOSPHATE		[O-]P(=O)([O-])[O-]	[O-]P(=O)([O-])[O-]	[O-]P(=O)([O-])[O-]	O4P	94.97136		
from NCGCCanonicalForm.java	[O-]P([O-])[O-]	PHOSPHITE		[O-]P([O-])[O-]	[O-]P([O-])[O-]	[O-]P([O-])[O-]	O3P	78.97196		
from NCGCCanonicalForm.java	[O-]C(c1c(C(=O)[O-])cccc1)=O	PHTHALATE		[O-]C(=O)c1ccccc1C(=O)[O-]	[O-]C(=O)c1ccccc1C(=O)[O-]	[O-]C(=O)c1ccccc1C(=O)[O-]	C8H4O4	164.11496		
from NCGCCanonicalForm.java	Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	PICRATE		Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	C6H3N3O7	229.10392		
from NCGCCanonicalForm.java	CC(C(=O)[O-])(C)C	PIVALATE		CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	C5H9O2	101.12375		
from NCGCCanonicalForm.java	CCC(=O)[O-]	PROPIONATE		CCC(=O)[O-]	CCC(=O)[O-]	CCC(=O)[O-]	C3H5O2	73.0706		
from NCGCCanonicalForm.java	OC(Cc1ncccc1)=O	PYRIDYLACETATE		OC(=O)Cc1ccccn1	OC(=O)Cc1ccccn1	OC(=O)Cc1ccccn1	C7H7NO2	137.13598		
from NCGCCanonicalForm.java	OCCN1CCCC1	1-PYRROLIDINEETHANOL		OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	C6H13NO	115.17351		
from NCGCCanonicalForm.java	O[C@H]([C@@H](C(=O)[O-])O)[C@@H]([C@H](C(=O)[O-])O)O	SACCHARATE		O[C@@H]([C@H](O)[C@H](O)C(=O)[O-])[C@@H](O)C(=O)[O-]	O[C@@H]([C@H](O)[C@H](O)C(=O)[O-])[C@@H](O)C(=O)[O-]	OC(C(O)C(O)C(=O)[O-])C(O)C(=O)[O-]	C6H8O8	208.12292		
from NCGCCanonicalForm.java	Oc1c(C(=O)[O-])cccc1	SALICYLATE		Oc1ccccc1C(=O)[O-]	Oc1ccccc1C(=O)[O-]	Oc1ccccc1C(=O)[O-]	C7H5O3	137.1128		
from NCGCCanonicalForm.java	OC(CC(c1c(O)cccc1)=O)=O	SALICYLOYLACETATE		OC(=O)CC(=O)c1ccccc1O	OC(=O)CC(=O)c1ccccc1O	OC(=O)CC(=O)c1ccccc1O	C9H8O4	180.15742	Yes	2
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCCCCC(=O)[O-]	STEARATE		CCCCCCCCCCCCCCCCCC(=O)[O-]	CCCCCCCCCCCCCCCCCC(=O)[O-]	CCCCCCCCCCCCCCCCCC(=O)[O-]	C18H35O2	283.4693		
from NCGCCanonicalForm.java	[O-]C(CCC(=O)[O-])=O	SUCCINATE		[O-]C(=O)CCC(=O)[O-]	[O-]C(=O)CCC(=O)[O-]	[O-]C(=O)CCC(=O)[O-]	C4H4O4	116.07216		
from NCGCCanonicalForm.java	[O-]S(=O)(=O)[O-]	SULFATE		[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	O4S	96.06259		
from NCGCCanonicalForm.java	[O-]S(=O)[O-]	SULFITE		[O-]S(=O)[O-]	[O-]S(=O)[O-]	[O-]S(=O)[O-]	O3S	80.06319		
from NCGCCanonicalForm.java	OS(Oc1c(C(=O)[O-])cccc1)(=O)=O	SULFOSALICYLATE		OS(=O)(=O)Oc1ccccc1C(=O)[O-]	OS(=O)(=O)Oc1ccccc1C(=O)[O-]	OS(=O)(=O)Oc1ccccc1C(=O)[O-]	C7H5O6S	217.176		
from NCGCCanonicalForm.java	[O-]S(=O)(=O)[O-]	SULPHATE		[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	O4S	96.06259		
from NCGCCanonicalForm.java	[O-]S(=O)[O-]	SULPHITE		[O-]S(=O)[O-]	[O-]S(=O)[O-]	[O-]S(=O)[O-]	O3S	80.06319		
from NCGCCanonicalForm.java	OS(Oc1c(C(=O)[O-])cccc1)(=O)=O	SULPHOSALICYLATE		OS(=O)(=O)Oc1ccccc1C(=O)[O-]	OS(=O)(=O)Oc1ccccc1C(=O)[O-]	OS(=O)(=O)Oc1ccccc1C(=O)[O-]	C7H5O6S	217.176		
from NCGCCanonicalForm.java	OC(C(=O)[O-])C(C(=O)[O-])O	TARTRATE		OC(C(O)C(=O)[O-])C(=O)[O-]	OC(C(O)C(=O)[O-])C(=O)[O-]	OC(C(O)C(=O)[O-])C(=O)[O-]	C4H4O6	148.07095		
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCOP(=O)(O)O	TETRADECYL HYDROGEN PHOSPHATE		CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	C14H31O4P	294.3673		
from NCGCCanonicalForm.java	[O-]C(C1C(C(=O)[O-])C=CCC1)=O	TETRAHYDROPHTHALATE		[O-]C(=O)C1CCC=CC1C(=O)[O-]	[O-]C(=O)C1CCC=CC1C(=O)[O-]	[O-]C(=O)C1CCC=CC1C(=O)[O-]	C8H8O4	168.14672		
from NCGCCanonicalForm.java	[S-]C#N	THIOCYANATE		[S-]C#N	[S-]C#N	[S-]C#N	CNS	58.0824		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)[O-])cc1	p-TOLUENESULFONATE		Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	C7H7O3S	171.19368		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)[O-])cc1	p-TOLUENESULPHONATE		Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	C7H7O3S	171.19368		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)O)cc1	TOSILATE		Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	C7H8O3S	172.20162		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)O)cc1	TOSYLATE		Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	C7H8O3S	172.20162		
from NCGCCanonicalForm.java	OCCN(CCO)CCO	TRIETHANOLAMINE		OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	C6H15NO3	149.1882		
from NCGCCanonicalForm.java	[O-]C(C(F)(F)F)=O	TRIFLUOROACETATE		[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	C2F3O2	113.0154		
from NCGCCanonicalForm.java	CC(C(=O)[O-])(C)C	TRIMETHYLACETATE		CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	C5H9O2	101.12375		
from NCGCCanonicalForm.java	CCCCCCCCCCC(=O)[O-]	UNDECANOATE		CCCCCCCCCCC(=O)[O-]	CCCCCCCCCCC(=O)[O-]	CCCCCCCCCCC(=O)[O-]	C11H21O2	185.28324		
from NCGCCanonicalForm.java	[O-]C(CCCCCCCCC=C)=O	UNDEC-10-ENOATE		[O-]C(=O)CCCCCCCCC=C	[O-]C(=O)CCCCCCCCC=C	[O-]C(=O)CCCCCCCCC=C	C11H19O2	183.26736		
from NCGCCanonicalForm.java	CCCCCCCC\C=C/C(=O)[O-]	UNDECYLENATE		CCCCCCCC\C=C/C(=O)[O-]	CCCCCCCC\C=C/C(=O)[O-]	CCCCCCCCC=CC(=O)[O-]	C11H19O2	183.26736		
from NCGCCanonicalForm.java	CCCCC(=O)[O-]	VALERATE		CCCCC(=O)[O-]	CCCCC(=O)[O-]	CCCCC(=O)[O-]	C5H9O2	101.12375		
from NCGCCanonicalForm.java	CC(NCC(=O)[O-])=O	N-Acetylglycinate		CC(=O)NCC(=O)[O-]	CC(=O)NCC(=O)[O-]	CC(=O)NCC(=O)[O-]	C4H6NO3	116.09534		
from NCGCCanonicalForm.java	NC(C=C(S(OS(=O)(=O)[O-])(=O)=O)C(\C=C\c1ccccc1)=C2)(=C2)N	4,4-Diaminostilbene-2,2-disulfonate << NOT VALID RDKit mol		NC1(=CC=C(\C=C\c2ccccc2)C(=C1)S(=O)(=O)OS(=O)(=O)[O-])N	NC1(=CC=C(\C=C\c2ccccc2)C(=C1)S(=O)(=O)OS(=O)(=O)[O-])N	NC1(=CC=C(C=Cc2ccccc2)C(=C1)S(=O)(=O)OS(=O)(=O)[O-])N	C14H14N2O6S2	370.40075		
from NCGCCanonicalForm.java	[O-]S(c1ccccc1)(=O)=O	Benzenesulfonate		[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	C6H5O3S	157.16709		
from NCGCCanonicalForm.java	CC(c1cc(c2c(S(=O)(=O)[O-])c1)c(S(=O)(=O)[O-])cc(C(C)(C)C)c2)(C)C	3,7-di-tert-butyl-1,5-naphthalenedisulfonate		CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	C18H22O6S2	398.49367		
from NCGCCanonicalForm.java	CC(C1(CS(=O)(=O)[O-])CC2)(C2CC1=O)C	Camphorsulfonate		CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	C10H15O4S	231.2887		
from NCGCCanonicalForm.java	OC(c1ccc(S(=O)(=O)[O-])cc1)=O	p-Carboxybenzenesulfonate		OC(=O)c1ccc(cc1)S(=O)(=O)[O-]	OC(=O)c1ccc(cc1)S(=O)(=O)[O-]	OC(=O)c1ccc(cc1)S(=O)(=O)[O-]	C7H5O5S	201.1766		
from NCGCCanonicalForm.java	CC(C=C1)(CC2)CCC12C(=O)[O-]	4-Methylbicyclo[2.2.2]oct-2-ene-1-carboxylate		CC12CCC(CC1)(C=C2)C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)[O-]	C10H13O2	165.20902		
from NCGCCanonicalForm.java	[O-]C(CCC1CCCC1)=O	Cyclopentanepropionate		[O-]C(=O)CCC1CCCC1	[O-]C(=O)CCC1CCCC1	[O-]C(=O)CCC1CCCC1	C8H13O2	141.18762		
from NCGCCanonicalForm.java	[O-]S(c1ccc(Cl)cc1)(=O)=O	p-Chlorobenzenesulfonate		[O-]S(=O)(=O)c1ccc(Cl)cc1	[O-]S(=O)(=O)c1ccc(Cl)cc1	[O-]S(=O)(=O)c1ccc(Cl)cc1	C6H4ClO3S	191.61216		
from NCGCCanonicalForm.java	CC(c(c1OC2=O)cc(O)c(OCC(=O)O)c1)=C2	[(6-hydroxy-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy]acetate		CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	C12H10O6	250.2042		
from NCGCCanonicalForm.java	Oc1c(O)cc(c2c1)C(CS(=O)(=O)[O-])=CC(=O)O2	6,7-Dihydroxycoumarin-4-methanesulfonate		Oc1cc2OC(=O)C=C(CS(=O)(=O)[O-])c2cc1O	Oc1cc2OC(=O)C=C(CS(=O)(=O)[O-])c2cc1O	Oc1cc2OC(=O)C=C(CS(=O)(=O)[O-])c2cc1O	C10H7O7S	271.22338	Yes	2
from NCGCCanonicalForm.java	CC(c1c(S(=O)(=O)[O-])c(c2cc1)ccc(C(C)(C)C)c2S(=O)(=O)[O-])(C)C	2,6-di-tert-butyl-1,5-naphthalenedisulfonate		CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)[O-])C(C)(C)C)S(=O)(=O)[O-]	C18H22O6S2	398.49367		
from NCGCCanonicalForm.java	OCCNCCO	Diethanolamine		OCCNCCO	OCCNCCO	OCCNCCO	C4H11NO2	105.13563		
from NCGCCanonicalForm.java	[O-]S(CCS(=O)(=O)[O-])(=O)=O	1,2-Ethanedisulfonate		[O-]S(=O)(=O)CCS(=O)(=O)[O-]	[O-]S(=O)(=O)CCS(=O)(=O)[O-]	[O-]S(=O)(=O)CCS(=O)(=O)[O-]	C2H4O6S2	188.17956		
from NCGCCanonicalForm.java	OC(c1c(O)c(Cc2c(c3cc(C(=O)O)c2O)cccc3)c(c4c1)cccc4)=O	4,4-Methylenebis(3-hydroxy-2-naphthoate)		OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	C23H16O6	388.36953		
from NCGCCanonicalForm.java	CCCCCCC(=O)[O-]	Heptanoate		CCCCCCC(=O)[O-]	CCCCCCC(=O)[O-]	CCCCCCC(=O)[O-]	C7H13O2	129.17692		
from NCGCCanonicalForm.java	CCS(=O)(=O)[O-]	Ethanesulfonate		CCS(=O)(=O)[O-]	CCS(=O)(=O)[O-]	CCS(=O)(=O)[O-]	C2H5O3S	109.12429		
from NCGCCanonicalForm.java	Oc1c(c2ccccc2)ccc(C(c3c(C(=O)[O-])cccc3)=O)c1	o-[(2-hydroxy-4-biphenylyl)-carbonyl]benzoate		Oc1cc(ccc1c2ccccc2)C(=O)c3ccccc3C(=O)[O-]	Oc1cc(ccc1c2ccccc2)C(=O)c3ccccc3C(=O)[O-]	Oc1cc(ccc1c2ccccc2)C(=O)c3ccccc3C(=O)[O-]	C20H13O4	317.31482		
from NCGCCanonicalForm.java	OC[C@H]([C@@H]([C@H]([C@H]([C@H](C(=O)[O-])O)O)O)O)O	Glucoheptonate		OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]	OCC(O)C(O)C(O)C(O)C(O)C(=O)[O-]	C7H13O8	225.17332		
from NCGCCanonicalForm.java	Oc1ccc(C(c2c(C(=O)[O-])cccc2)=O)cc1	o-(4-hydroxybenzoyl)benzoate		Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	C14H9O4	241.21886	Yes	2
from NCGCCanonicalForm.java	OCCS(=O)(=O)[O-]	2-Hydroxyethanesulfonate		OCCS(=O)(=O)[O-]	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)[O-]	C2H5O4S	125.12369		
from NCGCCanonicalForm.java	CCCCCCCCCCCCOS(=O)(=O)O	n-Dodecylsulfate		CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	C12H26O4S	266.39744		
from NCGCCanonicalForm.java	COc1c(OC)c(OC)ccc1	3,4,5-Trimethoxybenzene		COc1cccc(OC)c1OC	COc1cccc(OC)c1OC	COc1cccc(OC)c1OC	C9H12O3	168.18978		
from NCGCCanonicalForm.java	CS(=O)(=O)[O-]	Methanesulfonate		CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CH3O3S	95.09772		
from NCGCCanonicalForm.java	COc1c(C(=O)[O-])cc(c2c1)cccc2	3-methoxy-2-naphthoate		COc1cc2ccccc2cc1C(=O)[O-]	COc1cc2ccccc2cc1C(=O)[O-]	COc1cc2ccccc2cc1C(=O)[O-]	C12H9O3	201.19806		
from NCGCCanonicalForm.java	COS(=O)(=O)O	Methylsulfate		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
from NCGCCanonicalForm.java	[O-]S(c1c(c2ccc1)cccc2S(=O)(=O)[O-])(=O)=O	1,5-Naphthalenedisulfonate		[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	[O-]S(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)[O-]	C10H6O6S2	286.28103		
from NCGCCanonicalForm.java	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	2-Naphthalenesulfonate		[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	C10H7O3S	207.22578		
from NCGCCanonicalForm.java	NCCO	Ethanolamine		NCCO	NCCO	NCCO	C2H7NO	61.08308		
from NCGCCanonicalForm.java	[O-]C(CCC(C(=O)[O-])=O)=O	2-Oxoglutarate		[O-]C(=O)CCC(=O)C(=O)[O-]	[O-]C(=O)CCC(=O)C(=O)[O-]	[O-]C(=O)CCC(=O)C(=O)[O-]	C5H4O5	144.08226		
from NCGCCanonicalForm.java	CC(C(=O)[O-])(C)C	Trimethylacetate		CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	CC(C)(C)C(=O)[O-]	C5H9O2	101.12375		
from NCGCCanonicalForm.java	[CH2]OC(C(C)(C)C)=O	(Pivaloyloxy)methyl		CC(C)(C)C(=O)O[CH2]	CC(C)(C)C(=O)O[CH2]	CC(C)(C)C(=O)O[CH2]	C6H11O2	115.15034		
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCCCCC(C(C(=O)[O-])O)=O	Stearoyl-glycolate		CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)[O-]	CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)[O-]	CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)[O-]	C20H37O4	341.50538		
from NCGCCanonicalForm.java	CC(OC(C)(C)C)=O	t-butyl acetate		CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	C6H12O2	116.15828		
from NCGCCanonicalForm.java	CN1C(=O)c(c2N(C(=O)[O-])C1=O)[nH]c(Cl)n2	8-Chlorotheophyllinate		CN1C(=O)N(C(=O)[O-])c2nc(Cl)[nH]c2C1=O	CN1C(=O)N(C(=O)[O-])c2[nH]c(Cl)nc2C1=O	CN1C(=O)N(C(=O)[O-])c2[nH]c(Cl)nc2C1=O	C7H4ClN4O4	243.58405	Yes	3
from NCGCCanonicalForm.java	CN1C(=O)N(C)C(=O)c(c12)n(CCCS(=O)(=O)[O-])cn2	1,2,3,6-Tetrahydro-1,3-dimethyl-2,6-dioxopurine-7-propanesulfonate		CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)[O-])c2C1=O	CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)[O-])c2C1=O	CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)[O-])c2C1=O	C10H13N4O5S	301.29902		
from NCGCCanonicalForm.java	CN1C(=O)N(C)C(=O)c(c12)n(CCS(=O)(=O)[O-])cn2	1,2,3,6-Tetrahydro-1,3-dimethyl-2,6-dioxopurine-7-ethanesulfonate		CN1C(=O)N(C)c2ncn(CCS(=O)(=O)[O-])c2C1=O	CN1C(=O)N(C)c2ncn(CCS(=O)(=O)[O-])c2C1=O	CN1C(=O)N(C)c2ncn(CCS(=O)(=O)[O-])c2C1=O	C9H11N4O5S	287.27243		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)[O-])cc1	p-Toluenesulfonate		Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	C7H7O3S	171.19368		
