NSC	MF	MW	RS3_MF	RS3_MW	RS3_Num_Atoms	RS3_Num_Fragments	ERROR_MSG	Alt_MF	Alt_MW	Alt_Num_Atoms	Alt_Num_Fragments
197711	C22H29N3O.C2H2O4	442	C24H31N3O5R#	441.52004	33	2		C24H32*N3O5	442.52798	33	3
197780	C23H33N3O2.2ClH	456	C23H33N3O2	383.52702	28	1		C23H34ClN3O2	419.98796	29	2
197787	C23H37N3.3ClH	465	C23H37N3	355.55998	26	1		C23H38ClN3	392.02092	27	2
197842	C21H32N2O.ClH	365	C21H32N2O	328.49158	24	1		C21H33ClN2O	364.95252	25	2
197873	C18H38N2.2ClH	355	C18H38N2	282.50772	20	1		C18H39ClN2	318.96866	21	2
197932	C20H19NO3.ClH	358	C20H19NO3	321.36976	24	1		C20H20ClNO3	357.8307	25	2
197963	C39H58N2O8.2ClH	756	C39H58N2O8	682.88642	49	1		C39H59ClN2O8	719.34736	50	2
197970	C24H24N2O.ClH	393	C24H24N2O	356.46016	27	1		C24H25ClN2O	392.9211	28	2
198009	C22H31N3O2.2ClH	442	C22H31N3O2	369.50044	27	1		C22H32ClN3O2	405.96138	28	2
198026	C24H41N3O2.ClH	440	C24H41N3O2	403.60123	29	1		C24H42ClN3O2	440.06217	30	2
198047	C25H25N3O2.2ClH	472	C25H25N3O2	399.48489	30	1		C25H26ClN3O2	435.94583	31	2
198080	C19H19N3O2.2BrH	483	C19H19N3O2	321.37306	24	1		C19H20BrN3O2	402.285	25	2
198084	C21H23N3O2.ClH	386	C21H23N3O2	349.42622	26	1		C21H24ClN3O2	385.88716	27	2
198171	C20H22N2O.ClH	343	C20H22N2O	306.40148	23	1		C20H23ClN2O	342.86242	24	2
198173	C27H28N2O.ClH	433	C27H28N2O	396.52402	30	1		C27H29ClN2O	432.98496	31	2
198516	C13H19N5O2.ClH	314	C13H19N5O2	277.32225	20	1		C13H20ClN5O2	313.78319	21	2
198536	C20H23NO3.ClH	362	C20H23NO3	325.40152	24	1		C20H24ClNO3	361.86246	25	2
198544	C27H25NO3.ClH	448	C27H25NO3	411.4923	31	1		C27H26ClNO3	447.95324	32	2
198546	C22H23NO2.ClH	370	C22H23NO2	333.42352	25	1		C22H24ClNO2	369.88446	26	2
198548	C25H23N3O2.2ClH	470	C25H23N3O2	397.46902	30	1		C25H24ClN3O2	433.92996	31	2
198570	C23H27NO4.ClH	418	C23H27NO4	381.46477	28	1		C23H28ClNO4	417.92572	29	2
198604	C23H19NO2.ClH	378	C23H19NO2	341.40246	26	1		C23H20ClNO2	377.8634	27	2
198617	C20H21NO2.ClH	344	C20H21NO2	307.38624	23	1		C20H22ClNO2	343.84718	24	2
198681	C20H24N6.C4H4O4	465	C24H28N6O4R#	464.51692	35	2		C24H29*N6O4	465.52486	35	3
198688	C12H14ClN.ClH	244	C12H14ClN	207.69926	14	1		C12H15Cl2N	244.1602	15	2
198694	C21H25N5.C4H4O4	464	C25H29N5O4R#	463.52886	35	2		C25H30*N5O4	464.5368	35	3
198695	C14H19N5O.C4H4O4	389	C18H28N5O5R#	394.44542	29	2		C18H24*N5O5	390.41366	29	3
198702	C21H26N6.2ClH	435	C21H27N6R#	363.47928	28	2		C21H28*ClN6	399.94022	29	3
198703	C22H27N5.C2H2O4	452	C24H28N5O4R#	450.51022	34	2		C24H30*N5O4	452.5261	34	3
198720	C26H25NO3.ClH	436	C26H25NO3	399.4816	30	1		C26H26ClNO3	435.94253	31	2
198735	C24H30N2O.ClH	399	C24H30N2O	362.5078	27	1		C24H31ClN2O	398.96874	28	2
198770	C38H27NO5.ClH	614	C38H27NO5	577.62467	44	1		C38H28ClNO5	614.08561	45	2
198772	C22H24N2O3.ClH	401	C22H24N2O3	364.43756	27	1		C22H25ClN2O3	400.8985	28	2
198793	C22H26N2O2.ClH	387	C22H26N2O2	350.45404	26	1		C22H27ClN2O2	386.91498	27	2
198816	C29H28N3O2.Cl	486	C29H28N3O2	450.55152	34	1		C29H28ClN3O2	487.01245	35	2
198832	C21H25N.ClH	328	C21H25N	291.4299	22	1		C21H26ClN	327.89084	23	2
198836	C22H27N.ClH	342	C22H27N	305.45648	23	1		C22H28ClN	341.91742	24	2
198851	C20H22N2O.ClH	343	C20H22N2O	306.40148	23	1		C20H23ClN2O	342.86242	24	2
198890	C20H22N2O2.ClH	359	C20H22N2O2	322.40088	24	1		C20H23ClN2O2	358.86182	25	2
198892	C19H21N3O.ClH	344	C19H21N3O	307.38954	23	1		C19H22ClN3O	343.85048	24	2
199116	C20H25NO.ClH	332	C20H25NO	295.4186	22	1		C20H26ClNO	331.87954	23	2
199122	C18H21NS.ClH	320	C18H21NS	283.43104	20	1		C18H22ClNS	319.89198	21	2
199123	C20H25NS.ClH	348	C20H25NS	311.4842	22	1		C20H26ClNS	347.94514	23	2
199125	C21H27NS.ClH	362	C21H27NS	325.51077	23	1		C21H28ClNS	361.97171	24	2
199126	C19H23NS.ClH	334	C19H23NS	297.45762	21	1		C19H24ClNS	333.91856	22	2
199127	C20H25NS.ClH	348	C20H25NS	311.4842	22	1		C20H26ClNS	347.94514	23	2
199135	C25H29NO.ClH	396	C25H29NO	359.50386	27	1		C25H30ClNO	395.9648	28	2
199154	C17H25N2O.I	400	C17H25N2O	273.39319	20	1		C17H25IN2O	401.3056	21	2
199200	C23H31NS.ClH	390	C23H31NS	353.56394	25	1		C23H32ClNS	390.02488	26	2
199201	C25H27NO2.ClH	410	C25H27NO2	373.48738	28	1		C25H28ClNO2	409.94832	29	2
199205	C29H33F3N2O2S.2ClH	604	C29H33F3N2O2S	530.64472	37	1		C29H34ClF3N2O2S	567.10566	38	2
199207	C32H33F3N2O2S.2ClH	640	C32H33F3N2O2S	566.67682	40	1		C32H34ClF3N2O2S	603.13776	41	2
199209	C25H27NO.ClH	394	C25H27NO	357.48798	27	1		C25H28ClNO	393.94892	28	2
199225	C25H35NO.ClH	402	C25H35NO	365.5515	27	1		C25H36ClNO	402.01244	28	2
199226	C27H39NO.ClH	430	C27H39NO	393.60465	29	1		C27H40ClNO	430.06559	30	2
199246	C21H21F6NO.ClH	454	C21H21F6NO	417.38795	29	1		C21H22ClF6NO	453.84889	30	2
199274	C22H30NO.I	451	C22H30NO	324.47969	24	1		C22H30INO	452.3921	25	2
199320	C20H24ClN.ClH	350	C20H24ClN	313.86426	22	1		C20H25Cl2N	350.3252	23	2
199340	C22H29NO.ClH	360	C22H29NO	323.47176	24	1		C22H30ClNO	359.9327	25	2
199367	C19H22ClN.ClH	336	C19H22ClN	299.83768	21	1		C19H23Cl2N	336.29862	22	2
200978	C10H9N3O3S.ClH	288	C10H10N3O3R#S	252.2697	18	2		C10H11*ClN3O3S	288.73064	19	3
200979	C11H11N3O3S.ClH	302	C10H10N3O3R#S	252.2697	18	2		C10H11*ClN3O3S	288.73064	19	3
201014	C8H19N2.I	270	C8H20N2R#	144.2578	11	2		C8H20*IN2	272.17021	12	3
201196	C44H43CuN11O9S3.3Na	1099	C36H26CuN9O3R#S	728.26114	51	2		C36H26*CuN9NaO3S	753.26679	52	3
201217	C18H35N2O3.Cl.Na	386	C18H35N2O3	327.4821	23	1		C18H35ClN2NaO3	386.93281	25	3
202049	C16H17NO2.ClH	292	C16H17NO2	255.31168	19	1		C16H18ClNO2	291.77262	20	2
202324	C6H3D12O2PS2.1/2Zn	259	C6H15O2PS2	214.28586	11	1		C6H15O2PS2Zn	279.69486	12	2
203257	C26H26NSn.I	598	C26H31NSn	476.24103	28	1		C26H26INSn	599.11375	29	2
203267	C26H26NSn.I	598	C26H31NSn	476.24103	28	1		C26H26INSn	599.11375	29	2
203302	C7H7HgO4S.H	389	C7H8HgO4S	388.79102	13	1		C7H8HgO4S	388.79101	13	1
203323	C24H20B.Na	342	C24H20B	319.2266	25	1		C24H20BNa	342.21637	26	2
204851	C15H11ClN3Pt.Cl	499	C15H26ClN3Pt	478.91803	20	1		C15H11Cl2N3Pt	502.27576	21	2
204852	C15H11ClN3Pd.Cl	411	C15H26ClN3Pd	390.26003	20	1		C15H11Cl2N3Pd	413.61776	21	2
204914	C37H36N2O9S3.2Na	795	C37H37N2O9S3	749.89267	51	1		C37H37N2NaO9S3	773.89039	52	2
205018	C17H16N6O6.ClH	437	C17H19N4O2R#	311.35835	24	2		C17H20*ClN4O2	347.81929	25	3
205020	C17H17N5O4.ClH	392	C17H19N4O2R#	311.35835	24	2		C17H20*ClN4O2	347.81929	25	3
205022	C32H32N2O11S2.2Na	731	C32H32N2O11S2	684.73327	47	1		C32H32N2NaO11S2	707.72305	48	2
205117	C32H40N4.2Cl	552	C32H58N3R#	484.82301	36	2		C32H32*ClN3	496.08546	37	3
205118	C36H48N4.2Cl	608	C36H66N3R#	540.92933	40	2		C36H40*ClN3	552.19178	41	3
205202	C20H24NO2.Br	390	C20H24NO2	310.41006	23	1		C20H24BrNO2	391.322	24	2
206024	C12H13Cl2N.ClH	279	C12H14Cl2NR#	243.15226	16	2		C12H15*Cl3N	279.61319	17	3
206090	C17H28OS.HI	408	C17H29OR#S	281.47656	20	2		C17H30*IOS	409.38897	21	3
206173	C29H25N2.Cl	437	C29H25N2	401.5222	31	1		C29H25ClN2	436.9752	32	2
206350	C22H29NO2.ClH	376	C22H29NO2	339.47116	25	1		C22H30ClNO2	375.9321	26	2
206508	C36H56Cl2N2.2Br	748	C36H56Cl2N2	587.74923	40	1		C36H56BrCl2N2	669.66911	41	2
206513	C36H58N2.2Br	679	C36H58N2	518.85911	38	1		C36H58BrN2	600.77899	39	2
206584	C20H25NO.ClH	332	C20H26NOR#	296.42654	23	2		C20H27*ClNO	332.88748	24	3
206586	C15H20NO2.Br	326	C15H20NO2	246.3248	18	1		C15H20BrNO2	327.23674	19	2
206587	C17H22NO2.Br	352	C17H22NO2	272.36208	20	1		C17H22BrNO2	353.27402	21	2
206589	C21H24NO3.Br	418	C21H25NO3R#	339.4281	26	2		C21H25*BrNO3	420.34004	27	3
206592	C16H22NO2.Br	340	C16H22NO2	260.35138	19	1		C16H22BrNO2	341.26332	20	2
206593	C29H53N2O2.I	589	C29H53N2O2	461.74331	33	1		C29H53IN2O2	588.64778	34	2
206594	C18H24NO3.Br	382	C18H24NO3	302.38806	22	1		C18H24BrNO3	383.3	23	2
206596	C22H26NO2.Br	416	C22H26NO2	336.44734	25	1		C22H26BrNO2	417.35928	26	2
206599	C17H24NO2.Br	354	C17H24NO2	274.37796	20	1		C17H24BrNO2	355.2899	21	2
208821	C8H14Cl2N4O4Rh.H	405	C8H16Cl2N4O4Rh	406.04853	19	1		C8H16Cl2N4O4Rh	410.08029	19	1
208822	C4H6Cl2N4O4Rh.H4N	366	C4H8Cl2N4O4Rh	349.94222	15	1		C4H11Cl2N5O4Rh	371.0045	16	2
209089	C21H26ClN.ClH	364	C21H26ClN	327.89083	23	1		C21H27Cl2N	364.35178	24	2
209119	C20H25NO3.ClH	364	C20H25NO3	327.4174	24	1		C20H26ClNO3	363.87834	25	2
209126	C19H23NO3.ClH	350	C19H23NO3	313.39082	23	1		C19H24ClNO3	349.85176	24	2
209137	C27H29NO2.ClH	436	C27H29NO2	399.52466	30	1		C27H30ClNO2	435.9856	31	2
209171	C22H29NO.ClH	360	C22H29NO	323.47176	24	1		C22H30ClNO	359.9327	25	2
209184	C21H26ClNS.ClH	396	C21H26ClNS	359.95584	24	1		C21H27Cl2NS	396.41677	25	2
209186	C21H26ClNS.ClH	396	C21H26ClNS	359.95584	24	1		C21H27Cl2NS	396.41677	25	2
209187	C21H26ClNS.ClH	396	C21H26ClNS	359.95584	24	1		C21H27Cl2NS	396.41677	25	2
209189	C21H26FNS.ClH	380	C21H26FNS	343.50124	24	1		C21H27ClFNS	379.96218	25	2
209190	C19H22N2O.ClH	331	C19H22N2O	294.39078	22	1		C19H23ClN2O	330.85172	23	2
209200	C23H31NS.ClH	390	C23H31NS	353.56393	25	1		C23H32ClNS	390.02487	26	2
209206	C21H26ClNS.ClH	396	C21H26ClNS	359.95584	24	1		C21H27Cl2NS	396.41677	25	2
209211	C21H25Cl2NS.ClH	431	C21H25Cl2NS	394.4009	25	1		C21H26Cl3NS	430.86184	26	2
209212	C22H26F3NS.ClH	430	C22H26F3NS	393.50874	27	1		C22H27ClF3NS	429.96968	28	2
209226	C19H22FNO.ClH	336	C19H22FNO	299.38248	22	1		C19H23ClFNO	335.84342	23	2
209227	C21H26FNS.ClH	380	C21H26FNS	343.50124	24	1		C21H27ClFNS	379.96218	25	2
209235	C19H22ClNO.ClH	352	C19H22ClNO	315.83708	22	1		C19H23Cl2NO	352.29802	23	2
209284	C30H41N3O.2ClH	533	C30H41N3O	459.66604	34	1		C30H42ClN3O	496.12698	35	2
209294	C19H22FNO.ClH	336	C19H22FNO	299.38248	22	1		C19H23ClFNO	335.84342	23	2
209310	C19H22ClNO.ClH	352	C19H22ClNO	315.83708	22	1		C19H23Cl2NO	352.29802	23	2
209311	C20H24ClN.ClH	350	C20H24ClN	313.86426	22	1		C20H25Cl2N	350.3252	23	2
209312	C20H25NO2.ClH	348	C20H25NO2	311.418	23	1		C20H26ClNO2	347.87894	24	2
209314	C19H22ClN.ClH	336	C19H22ClN	299.83768	21	1		C19H23Cl2N	336.29862	22	2
209315	C20H25NO2.ClH	348	C20H25NO2	311.418	23	1		C20H26ClNO2	347.87894	24	2
209318	C19H22ClNS.ClH	368	C19H22ClNS	331.90268	22	1		C19H23Cl2NS	368.36362	23	2
209323	C18H20ClNS.ClH	354	C18H20ClNS	317.8761	21	1		C18H21Cl2NS	354.33704	22	2
209324	C18H20ClNO.ClH	338	C18H20ClNO	301.8105	21	1		C18H21Cl2NO	338.27144	22	2
209329	C18H20FNO.ClH	322	C18H20FNO	285.3559	21	1		C18H21ClFNO	321.81684	22	2
209344	C20H23Cl2N.ClH	385	C20H23Cl2N	348.30931	23	1		C20H24Cl3N	384.77025	24	2
209353	C19H21Cl2N.ClH	371	C19H21Cl2N	334.28274	22	1		C19H22Cl3N	370.74368	23	2
209360	C20H20F3NO2.ClH	400	C20H20F3NO2	363.3735	26	1		C20H21ClF3NO2	399.83444	27	2
209366	C19H22FNO.ClH	336	C19H22FNO	299.38248	22	1		C19H23ClFNO	335.84342	23	2
209367	C19H21Cl2NO.ClH	387	C19H21Cl2NO	350.28214	23	1		C19H22Cl3NO	386.74308	24	2
209373	C19H22BrNO.ClH	397	C19H22BrNO	360.28808	22	1		C19H23BrClNO	396.74902	23	2
209683	C26H32NO4.Br	502	C26H32NO4	422.53658	31	1		C26H32BrNO4	503.44852	32	2
209686	C26H31N2O6S.Br	580	C26H31N2O6S	499.59913	35	1		C26H31BrN2O6S	580.51108	36	2
209687	C25H29N2O6.Br	533	C25H29N2O6	453.50755	33	1		C25H29BrN2O6	534.4195	34	2
209688	C26H32NO4.Br	502	C26H32NO4	422.53658	31	1		C26H32BrNO4	503.44852	32	2
209689	C25H29N2O6.Br	533	C25H29N2O6	453.50756	33	1		C25H29BrN2O6	534.4195	34	2
209690	C25H31N2O4.Br	503	C25H31N2O4	423.52464	31	1		C25H31BrN2O4	504.43658	32	2
209691	C29H32NO4.Br	538	C29H32NO4	458.56868	34	1		C29H32BrNO4	539.48062	35	2
209692	C25H28ClN2O6.Br	568	C25H28ClN2O6	487.95262	34	1		C25H28BrClN2O6	568.86456	35	2
209693	C25H35INO4.Br	620	C25H35INO4	540.45417	31	1		C25H35BrINO4	621.36611	32	2
209694	C26H29F3NO4.Br	556	C26H29F3NO4	476.50796	34	1		C26H29BrF3NO4	557.4199	35	2
209695	C31H34NO4.Br	565	C31H34NO4	484.60596	36	1		C31H34BrNO4	565.5179	37	2
209696	C31H34NO4.Br	565	C31H34NO4	484.60596	36	1		C31H34BrNO4	565.5179	37	2
209727	C31H34NO4.Br	565	C31H34NO4	484.60596	36	1		C31H34BrNO4	565.5179	37	2
209728	C26H32NO4.Br	502	C26H32NO4	422.53658	31	1		C26H32BrNO4	503.44852	32	2
209730	C25H29N2O6.Br	533	C25H29N2O6	453.50756	33	1		C25H29BrN2O6	534.4195	34	2
209731	C26H32NO4S.Br	535	C26H32NO4S	454.60158	32	1		C26H32BrNO4S	535.51352	33	2
209732	C25H29N2O6.Br	533	C25H29N2O6	453.50755	33	1		C25H29BrN2O6	534.4195	34	2
209733	C26H32NO4.Br	502	C26H32NO4	422.53658	31	1		C26H32BrNO4	503.44852	32	2
209734	C25H35N2O6.Br	539	C25H35N2O6	459.5552	33	1		C25H35BrN2O6	540.46714	34	2
209735	C26H32NO4.Br	502	C26H32NO4	422.53658	31	1		C26H32BrNO4	503.44852	32	2
209736	C25H29INO4.Br	614	C25H29INO4	534.40653	31	1		C25H29BrINO4	615.31847	32	2
209737	C25H30NO4.Br	488	C25H30NO4	408.51	30	1		C25H30BrNO4	489.42194	31	2
209738	C21H31NO2.ClH	366	C21H31NO2	329.47634	24	1		C21H32ClNO2	365.93728	25	2
209741	C22H26NO2.Br	416	C22H26NO2	336.44734	25	1		C22H26BrNO2	417.35928	26	2
209742	C22H26NO2.Br	416	C22H26NO2	336.44734	25	1		C22H26BrNO2	417.35928	26	2
209743	C30H42N2O2.2Br	622	C30H42N2O2	462.66668	34	1		C30H42BrN2O2	544.58656	35	2
209794	ClCoH15N5.2Cl	250	ClCoH10N5	174.49909	7	1		Cl2CoH10N5	209.9521	8	2
209795	Cl6Mo.3K	426	Cl6Mo	308.658	7	1		Cl6KMo	347.7563	8	2
209797	BrCoH15N5.2Br	384	BrCoH10N5	218.95009	7	1		Br2CoH10N5	298.8541	8	2
209800	Cl5H2MoO.2K	369	Cl5HMoO	290.21234	7	1		Cl5HKMoO	329.31064	8	2
209803	Cl.1/3CoH17N5O	89	CoH11N5O	156.05343	7	1		ClCoH11N5O	191.50643	8	2
209807	C6H24CoN6.3I	620	C6H18CoN6	233.18052	13	1		C6H18CoIN6	360.08499	14	2
209808	Cl.1/2CoH15N6O2	130	CoH10N6O2	185.05159	9	1		ClCoH10N6O2	220.5046	10	2
209810	Cl5H2MoO.2Na	337	Cl5HMoO	290.21234	7	1		Cl5HMoNaO	313.20211	8	2
210008	C42H47N3O6S2.Na	777	C42H48N3O6S2	754.97701	53	1		C42H48N3NaO6S2	778.97473	54	2
210025	C27H26N2O6S2.Na	562	C27H27N2O6S2	539.64307	37	1		C27H27N2NaO6S2	563.64079	38	2
210026	C37H35ClN2O6S2.Na	726	C37H36ClN2O6S2	704.27454	48	1		C37H36ClN2NaO6S2	728.27225	49	2
210027	C32H22CrN8O12S2.Cl.2Na	908	C32H20CrN8O12S2	824.6737	55	1		C32H20ClCrN8NaO12S2	885.13235	57	3
210028	C50H38N12O18S4.5Na	1338	C50H38N12O18S4	1223.16632	84	1		C50H38N12NaO18S4	1246.15609	85	2
210592	C8H14Cl2CoN4O4.H4N	378	C8H16Cl2CoN4O4	362.07624	19	1		C8H19Cl2CoN5O4	383.13851	20	2
210594	C8H14Br2N4O4Rh.H	494	C8H16Br2N4O4Rh	494.95054	19	1		C8H16Br2N4O4Rh	498.9823	19	1
210597	C28H22Cl2N4O4Rh.H4N	670	C28H24Cl2N4O4Rh	654.32605	39	1		C28H27Cl2N5O4Rh	675.38834	40	2
210673	C4H10N2S.HI	246	C4H10N2S	118.2006	7	1		C4H11IN2S	246.11301	8	2
210891	C23H25Cl2N5O.ClH	495	C23H25Cl2N5O	458.38349	31	1		C23H26Cl3N5O	494.84443	32	2
211095	C22H23Cl4N5O2.ClH	568	C22H23Cl4N5O2	531.26231	33	1		C22H24Cl5N5O2	567.72326	34	2
212049	C17H16ClN5O.2ClH	415	C17H16ClN5O	341.79484	24	1		C17H17Cl2N5O	378.25578	25	2
212242	C19H17Cl2N5OS.ClH	471	C19H17Cl2N5OS	434.34218	28	1		C19H18Cl3N5OS	470.80311	29	2
212304	C17H16ClN5O.2ClH	415	C17H16ClN5O	341.79484	24	1		C17H17Cl2N5O	378.25578	25	2
212309	C18H15Cl2N5.2ClH	445	C18H15Cl2N5	372.2512	25	1		C18H16Cl3N5	408.71214	26	2
212314	C18H17Cl2N5O.2ClH	463	C18H17Cl2N5O	390.26648	26	1		C18H18Cl3N5O	426.72741	27	2
212454	C17H15Cl2N5O.2ClH	449	C17H15Cl2N5O	376.2399	25	1		C17H16Cl3N5O	412.70084	26	2
212462	C18H18ClN5O.2ClH	429	C18H18ClN5O	355.82142	25	1		C18H19Cl2N5O	392.28236	26	2
212531	Cl4Pd.2H4N	284	Cl4Pd	248.232	5	1		Cl4H3NPd	265.26252	6	2
212709	C11H16O.C4H6O	234	C15H23O2R#	235.34192	18	2		C15H23*O2	235.34191	18	3
214530	C11H20O2.1/2Zn	217	C11H22O2	186.29118	13	1		C11H22O2Zn	251.70018	14	2
214784	C13H30NO2SSn.I	510	C13H30NO2SSn	383.1578	18	1		C13H30INO2SSn	511.07021	19	2
215187	CeN6O18.2H4N	548	CeN6O18	512.1454	25	1		CeH3N7O18	529.17592	26	2
215196	H4N.O3V	117	O3V	98.93969	4	1		H3NO3V	115.97021	5	2
215256	C8H14Br2N4O4Rh.H4N	511	C8H16Br2N4O4Rh	494.95054	19	1		C8H19Br2N5O4Rh	516.01282	20	2
215738	C17H13Cl3N2O.ClH	404	C17H13Cl3N2O	367.65692	23	1		C17H14Cl4N2O	404.11786	24	2
215739	C18H17ClN2O.ClH	349	C18H17ClN2O	312.79337	22	1		C18H18Cl2N2O	349.25431	23	2
215926	C10H16N4.2ClH	265	C10H16N4	192.26084	14	1		C10H17ClN4	228.72178	15	2
216044	C27H27ClN4.3ClH	552	C27H27ClN4	442.98308	32	1		C27H28Cl2N4	479.44402	33	2
216046	C27H27BrN4.3ClH	597	C27H27BrN4	487.43408	32	1		C27H28BrClN4	523.89501	33	2
217331	C24H39NO6.ClH	474	C24H39NO6	437.56955	31	1		C24H40ClNO6	474.03049	32	2
218478	C6H22CoN5S.2I	509	C6H17CoN5S	250.23088	13	1		C6H17CoIN5S	377.13535	14	2
218480	C7H25CoN5S.3I	651	C7H21CoN5S	266.27334	14	1		C7H21CoIN5S	393.17781	15	2
219450	C22H18BN2.Br	401	C22H28BN2	331.28212	25	1		C22H18BBrN2	403.1226	26	2
219739	C44H54N4.2ClH	712	C44H54N4	638.92635	48	1		C44H55ClN4	675.38729	49	2
220170	C15H28N2OS.2I	538	C15H30N2OR#2S	286.4765	21	3		C15H30*2IN2OS	415.39685	22	4
220509	C12H12Br3N.BrH	491	C12H13Br3NR#	410.95032	17	2		C12H14*Br4N	491.86225	18	3
220513	C12H15Br2N.BrH	414	C12H17BrNR#	255.17407	15	2		C12H18*Br2N	336.08602	16	3
220515	C14H17Br2NO.BrH	456	C14H18Br2NOR#	376.10681	19	2		C14H19*Br3NO	457.01875	20	3
220976	C10H19ClCoN4O4.H	355	C10H21ClCoN4O4	355.68434	20	1		C10H21ClCoN4O4	359.71609	20	1
221149	C25H54N.BH4	384	C25H54N	368.70296	26	1		C25H57BN	383.54572	27	2
221572	C12H24CoN4S2.Cl	383	C12H26CoN4S2	349.42483	19	1		C12H26ClCoN4S2	386.89371	20	2
223103	C10H7BrClCoIN2.ClO4	556	C10H20BrCl2CoIN2O4R#	568.92446	22	2		C10H11*BrCl2CoIN2O4	561.86889	22	3
223204	C21H27BrN2O.ClH	440	C21H27BrN2O	403.35587	25	1		C21H28BrClN2O	439.81681	26	2
223224	C24H33BrN2O.ClH	482	C24H33BrN2O	445.43561	28	1		C24H34BrClN2O	481.89655	29	2
223463	C19H23ClN2O.ClH	367	C19H23ClN2O	330.85172	23	1		C19H24Cl2N2O	367.31266	24	2
223466	C16H23NO2.ClH	298	C16H23NO2	261.35932	19	1		C16H24ClNO2	297.82026	20	2
223473	C26H34N2O.ClH	427	C26H34N2O	390.56096	29	1		C26H35ClN2O	427.0219	30	2
223523	C5H12O4S.Na	191	C5H12O4S	168.21137	10	1		C5H12NaO4S	191.20114	11	2
224011	C9H20N.C7H5O2	263	C15H24NO2R#	250.35656	19	2		C15H25*NO2	251.3645	19	3
224084	C12H14N4.ClH	251	C12H14N4	214.26635	16	1		C12H15ClN4	250.7273	17	2
224087	C15H21N5.2ClH	344	C15H21N5	271.36074	20	1		C15H22ClN5	307.82168	21	2
225020	C21H28N2O2.ClH	377	C21H29N2O2R#	341.46715	26	2		C21H30*ClN2O2	377.92809	27	3
225294	Cl5MoO.2H4N	325	Cl5MoO	289.2044	7	1		Cl5H3MoNO	306.23492	8	2
225765	C25H40N2O10S.Na	584	C25H40N2O10S	560.65749	38	1		C25H40N2NaO10S	583.64726	39	2
226510	C54H76Cl2N6O2.2Br	1072	C54H76Cl2N6O2	912.12624	64	1		C54H76BrCl2N6O2	994.04612	65	2
226511	C48H64Cl2N6O2.2Br	988	C48H64Cl2N6O2	827.96676	58	1		C48H64BrCl2N6O2	909.88664	59	2
226602	C21H32N2O2.ClH	381	C21H39N2O2R#	351.54656	26	2		C21H40*ClN2O2	388.0075	27	3
226612	C11H8NO4.Na	241	C11H9NO4	219.19346	16	1		C11H9NNaO4	242.18323	17	2
226645	C16H14N3O2.I	407	C16H24N3O2R#	290.38066	22	2		C16H15*IN3O2	409.22161	23	3
226941	C2H2NO4.K.K	182	C2H3NO4	105.04951	7	1		C2H3K2NO4	183.24612	9	3
226992	C10H18Cl2N4O4Rh.H4N	450	C10H20Cl2N4O4Rh	434.10169	21	1		C10H23Cl2N5O4Rh	455.16397	22	2
226999	C20H26N2O2.ClH	363	C20H26N2O2	326.43263	24	1		C20H27ClN2O2	362.89358	25	2
227227	C8H12N3O2PS.2Cu	372	C8H12N3O2PS	245.23854	15	1		C8H12CuN3O2PS	308.78454	16	2
227378	C6H13ClSb.Cl	278	C6H13ClSb	242.38042	8	1		C6H13Cl2Sb	277.83342	9	2
227379	C5H11BrSb.Br	353	C5H11BrSb	272.80483	7	1		C5H11Br2Sb	352.70883	8	2
227380	C5H11ClSb.Cl	264	C5H11ClSb	228.35384	7	1		C5H11Cl2Sb	263.80684	8	2
227474	C16H31NO4.2Na	347	C16H31NO4	301.42164	21	1		C16H31NNaO4	324.41141	22	2
227559	C14H24N2O8.4Na	440	C14H24N2O8	348.34896	24	1		C14H24N2NaO8	371.33873	25	2
228178	C5H10Cl3N8Pd2.H	502	C5H11Cl3N8Pd2	502.39344	18	1		C5H11Cl3N8Pd2	504.40932	18	1
229510	C26H47NO.ClH	426	C26H47NO	389.65748	28	1		C26H48ClNO	426.11841	29	2
229514	C10H14S.1/4Sn	196	C10H14S	166.28316	11	1		C10H14SSn	284.99316	12	2
229563	C6H5BrS.1/4Sn	219	C6H5BrS	189.07289	8	1		C6H5BrSSn	307.7829	9	2
229564	C6H5ClS.1/4Sn	174	C6H5ClS	144.6219	8	1		C6H5ClSSn	263.3319	9	2
229565	C7H8S.1/4Sn	154	C7H8S	124.20342	8	1		C7H8SSn	242.91342	9	2
229566	C6H6S.1/4Sn	140	C6H6S	110.17684	7	1		C6H6SSn	228.88684	8	2
229567	C7H8S.1/4Sn	154	C7H8S	124.20342	8	1		C7H8SSn	242.91342	9	2
229568	C16H34S.1/4Sn	288	C16H34S	258.50616	17	1		C16H34SSn	377.21616	18	2
229569	C4H10S.1/4Sn	120	C4H10S	90.1872	5	1		C4H10SSn	208.8972	6	2
229570	C12H26S.1/4Sn	232	C12H26S	202.39984	13	1		C12H26SSn	321.10984	14	2
229571	C5H12S.1/4Sn	134	C5H12S	104.21378	6	1		C5H12SSn	222.92378	7	2
229573	CH4S.1/4Sn	78	CH4S	48.10746	2	1		CH4SSn	166.81745	3	2
229609	C6H6Se.1/4Sn	187	C6H6Se	157.07184	7	1		C6H6SeSn	275.78184	8	2
229959	C11H10N2O7S.Na	337	C11H10N2O7S	314.2713	21	1		C11H10N2NaO7S	337.26106	22	2
